Promoter_1_gene_id	Promoter_1_Type	Cell_line_interaction	Promoter_2_gene_id	Promoter_2_Type		
RELT	hPromoter	Hela	FAM168A	hPromoter		
REPIN1	hPromoter	Hela	ZNF775	hPromoter		
RER1	hPromoter	Hela	PEX10	EPromoter(Hela)		
REXO1	EPromoter(K562 & Hela)	Hela	CDK3	hPromoter		
REXO2	hPromoter	K562 & Hela	RBM7	EPromoter(Hela)		
REXO2	hPromoter	K562 & Hela	C11orf71	EPromoter(Hela)		
RFC2	hPromoter	Hela	FLCN	hPromoter		
RFC4	hPromoter	Hela	ILK	hPromoter		
RFC4	hPromoter	Hela	RRP8	hPromoter		
RFC4	hPromoter	Hela	EIF4A2	hPromoter		
RFESD	hPromoter	Hela	ATP5H	hPromoter		
RFESD	hPromoter	Hela	KCTD2	hPromoter		
RFESD	hPromoter	Hela	USP39	hPromoter		
RFESD	hPromoter	Hela	ELL2	hPromoter		
RFESD	hPromoter	K562	RHOBTB3	hPromoter		
RFESD	hPromoter	K562	GLRX	hPromoter		
RFT1	hPromoter	Hela	PRKCD	hPromoter		
RFX1	hPromoter	Hela	IL27RA	hPromoter		
RFX3	hPromoter	Hela	MYADM	hPromoter		
RFX5	hPromoter	Hela	PSMB4	hPromoter		
RFX5	hPromoter	Hela	SCNM1	hPromoter		
RFX5	hPromoter	Hela	LYSMD1	hPromoter		
RFXANK	EPromoter(Hela)	Hela	NR2C2AP	hPromoter		
RGL2	hPromoter	Hela	RPS18	EPromoter(Hela)		
RGL2	hPromoter	Hela	VPS52	EPromoter(Hela)		
RGL2	hPromoter	Hela	CDC42EP2	hPromoter		
RGL2	hPromoter	Hela	CCDC93	hPromoter		
RGL2	hPromoter	Hela	TAPBP	hPromoter		
RGL2	hPromoter	Hela	B3GALT4	hPromoter		
RGL2	hPromoter	Hela	PFDN6	hPromoter		
RGL2	hPromoter	Hela	WDR46	hPromoter		
RGL3	hPromoter	Hela	EPOR	hPromoter		
RGS10	hPromoter	K562	ZFHX2	hPromoter		
RGS16	hPromoter	K562	NPL	hPromoter		
RGS19	EPromoter(K562)	K562 & Hela	TCEA2	hPromoter		
RGS2	hPromoter	Hela	TROVE2	hPromoter		
RGS2	hPromoter	Hela	UCHL5	hPromoter		
RGS2	hPromoter	Hela	PTGER4	hPromoter		
RGS20	hPromoter	Hela	TCP11L1	hPromoter		
RGS20	hPromoter	Hela	TCEA1	hPromoter		
RGS20	hPromoter	Hela	LYPLA1	hPromoter		
RGS20	hPromoter	Hela	ATP6V1H	hPromoter		
RHBDD2	hPromoter	K562	POR	hPromoter		
RHBDF2	hPromoter	K562	AANAT	hPromoter		
RHBDL1	hPromoter	Hela	RPS21	hPromoter		
RHD	hPromoter	Hela	CTH	hPromoter		
RHOA	hPromoter	Hela	GPX1	hPromoter		
RHOA	hPromoter	Hela	NICN1	hPromoter		
RHOA	hPromoter	Hela	DAG1	hPromoter		
RHOA	hPromoter	Hela	C3orf62	hPromoter		
RHOA	hPromoter	K562 & Hela	USP4	hPromoter		
RHOB	hPromoter	Hela	LAPTM4A	hPromoter		
RHOB	hPromoter	Hela	PUM2	hPromoter		
RHOBTB3	hPromoter	Hela	ZNF335	hPromoter		
RHOBTB3	hPromoter	K562	RFESD	hPromoter		
RHOC	hPromoter	K562 & Hela	CAPZA1	EPromoter(K562)		
RHOC	hPromoter	K562	CTTNBP2NL	hPromoter		
RHOC	hPromoter	K562 & Hela	ST7L	hPromoter		
RHOC	hPromoter	K562 & Hela	MOV10	hPromoter		
RHOD	hPromoter	Hela	MRI1	hPromoter		
RHOD	hPromoter	Hela	CARF	hPromoter		
RHOD	hPromoter	Hela	WDR12	hPromoter		
RHOT2	hPromoter	K562 & Hela	WDR90	EPromoter(Hela)		
RHOT2	hPromoter	Hela	ACOT8	hPromoter		
RHOT2	hPromoter	Hela	ZSWIM3	hPromoter		
RHOT2	hPromoter	Hela	RAB40C	hPromoter		
RHOT2	hPromoter	Hela	WFIKKN1	hPromoter		
RHOT2	hPromoter	Hela	C16orf13	hPromoter		
RHOT2	hPromoter	Hela	RHOT2	hPromoter		
RHOU	hPromoter	K562	HIST3H2A	hPromoter		
RHOU	hPromoter	K562	HIST3H2BB	hPromoter		
RHOV	hPromoter	Hela	RNASEH2A	hPromoter		
RHOV	hPromoter	Hela	ZC2HC1A	hPromoter		
RHOV	hPromoter	Hela	VPS18	hPromoter		
RHPN1	hPromoter	Hela	TOP1MT	hPromoter		
RIC8B	hPromoter	Hela	POLR3B	hPromoter		
RICTOR	hPromoter	Hela	MUC19	hPromoter		
RICTOR	hPromoter	Hela	EXOC3L4	hPromoter		
RICTOR	hPromoter	Hela	SNAP23	hPromoter		
RICTOR	hPromoter	Hela	DAB2	hPromoter		
RIF1	hPromoter	K562 & Hela	NMI	EPromoter(K562)		
RIF1	hPromoter	K562	RBM43	hPromoter		
RIMBP2	hPromoter	Hela	HIST1H4B	hPromoter		
RIMKLB	hPromoter	Hela	AP4B1	hPromoter		
RIMKLB	hPromoter	Hela	DCLRE1B	hPromoter		
RIN1	EPromoter(Hela)	Hela	BRMS1	hPromoter		
RING1	hPromoter	Hela	TMEM52	hPromoter		
RINT1	hPromoter	Hela	PUS7	hPromoter		
RIOK1	hPromoter	Hela	DSP	hPromoter		
RIOK1	hPromoter	Hela	SNRNP48	hPromoter		
RIOK1	hPromoter	K562 & Hela	SSR1	hPromoter		
RIOK2	hPromoter	Hela	HLTF	hPromoter		
RIPK2	EPromoter(K562)	Hela	OSGIN2	hPromoter		
RIT1	hPromoter	Hela	KIAA0907	hPromoter		
RIT1	hPromoter	Hela	GON4L	hPromoter		
RIT1	hPromoter	Hela	RIT1	hPromoter		
RIT1	hPromoter	Hela	CTAGE5	hPromoter		
RIT1	hPromoter	Hela	LAMTOR2	hPromoter		
RLF	hPromoter	Hela	ZMPSTE24	hPromoter		
RMDN1	hPromoter	Hela	CPNE3	hPromoter		
RMDN3	hPromoter	Hela	GCHFR	hPromoter		
RMND1	hPromoter	Hela	ATXN2L	hPromoter		
RMND1	hPromoter	Hela	PARP15	hPromoter		
RNASE11	hPromoter	K562	APEX1	hPromoter		
RNASE11	hPromoter	K562	OSGEP	hPromoter		
RNASE13	hPromoter	Hela	ZBTB21	hPromoter		
RNASEH1	EPromoter(Hela)	Hela	RPS7	hPromoter		
RNASEH1	EPromoter(Hela)	Hela	COLEC11	hPromoter		
RNASEH1	EPromoter(Hela)	Hela	CFAP36	hPromoter		
RND2	hPromoter	Hela	IFI35	hPromoter		
RND3	hPromoter	Hela	MMADHC	hPromoter		
RNF103	hPromoter	Hela	NOLC1	EPromoter(Hela)		
RNF103	hPromoter	K562 & Hela	CHMP3	hPromoter		
RNF114	hPromoter	Hela	TMEM39A	hPromoter		
RNF122	hPromoter	Hela	KLHL35	hPromoter		
RNF122	hPromoter	Hela	TTI2	hPromoter		
RNF13	hPromoter	Hela	TM4SF1	hPromoter		
RNF130	hPromoter	Hela	DHPS	hPromoter		
RNF135	hPromoter	Hela	NRD1	hPromoter		
RNF135	hPromoter	Hela	TEFM	hPromoter		
RNF138	hPromoter	Hela	ZBTB6	hPromoter		
RNF139	EPromoter(Hela)	Hela	MGEA5	EPromoter(K562)		
RNF139	EPromoter(Hela)	Hela	TSSK3	hPromoter		
RNF139	EPromoter(Hela)	Hela	ODC1	hPromoter		
RNF139	EPromoter(Hela)	Hela	NDUFB9	hPromoter		
RNF139	EPromoter(Hela)	Hela	TATDN1	hPromoter		
RNF139	EPromoter(Hela)	Hela	TRMT12	hPromoter		
RNF139	EPromoter(Hela)	Hela	PTGES	hPromoter		
RNF14	hPromoter	Hela	CYSTM1	hPromoter		
RNF144A	hPromoter	K562	CMPK2	EPromoter(K562)		
RNF145	hPromoter	Hela	AKIRIN2	hPromoter		
RNF145	hPromoter	K562 & Hela	UBLCP1	hPromoter		
RNF149	hPromoter	Hela	CNOT11	hPromoter		
RNF151	hPromoter	Hela	GFER	EPromoter(Hela)		
RNF151	hPromoter	Hela	INVS	hPromoter		
RNF151	hPromoter	Hela	KIAA0101	hPromoter		
RNF151	hPromoter	Hela	TBL3	hPromoter		
RNF151	hPromoter	Hela	NOXO1	hPromoter		
RNF165	hPromoter	Hela	ATP6V1G1	hPromoter		
RNF167	hPromoter	Hela	NAA30	hPromoter		
RNF167	hPromoter	Hela	PFN1	hPromoter		
RNF167	hPromoter	Hela	ENO3	hPromoter		
RNF167	hPromoter	Hela	SPAG7	hPromoter		
RNF168	hPromoter	Hela	COQ5	EPromoter(K562)		
RNF168	hPromoter	Hela	TCTEX1D2	hPromoter		
RNF168	hPromoter	Hela	UBXN7	hPromoter		
RNF168	hPromoter	Hela	MTFR2	hPromoter		
RNF168	hPromoter	Hela	HIST1H2AK	hPromoter		
RNF168	hPromoter	Hela	HIST1H2BN	hPromoter		
RNF181	hPromoter	Hela	GGCX	hPromoter		
RNF181	hPromoter	Hela	VAMP8	hPromoter		
RNF185	EPromoter(Hela)	K562	PIK3IP1	hPromoter		
RNF187	hPromoter	Hela	HIST3H2A	hPromoter		
RNF187	hPromoter	Hela	HIST3H2BB	hPromoter		
RNF212	hPromoter	Hela	NAT10	hPromoter		
RNF219	hPromoter	K562	POU4F1	hPromoter		
RNF224	hPromoter	Hela	FAM168A	hPromoter		
RNF224	hPromoter	Hela	LRRC26	hPromoter		
RNF224	hPromoter	Hela	TMEM210	hPromoter		
RNF224	hPromoter	Hela	ABCA2	hPromoter		
RNF224	hPromoter	Hela	NDOR1	hPromoter		
RNF224	hPromoter	Hela	TMEM203	hPromoter		
RNF224	hPromoter	Hela	TUBB4B	hPromoter		
RNF224	hPromoter	Hela	TPRN	hPromoter		
RNF224	hPromoter	K562 & Hela	SSNA1	hPromoter		
RNF224	hPromoter	K562 & Hela	ANAPC2	hPromoter		
RNF25	hPromoter	Hela	BCS1L	hPromoter		
RNF25	hPromoter	Hela	ZNF142	hPromoter		
RNF34	hPromoter	Hela	WDR38	hPromoter		
RNF34	hPromoter	K562 & Hela	ANAPC5	hPromoter		
RNF38	hPromoter	Hela	HSF4	hPromoter		
RNF38	hPromoter	Hela	PHYKPL	hPromoter		
RNF4	hPromoter	Hela	CENPQ	hPromoter		
RNF4	hPromoter	Hela	MUT	hPromoter		
RNF40	hPromoter	Hela	MXI1	EPromoter(K562)		
RNF40	hPromoter	Hela	PHKG2	hPromoter		
RNF43	hPromoter	K562	BZRAP1	hPromoter		
RNF43	hPromoter	K562 & Hela	SUPT4H1	hPromoter		
RNF44	EPromoter(Hela)	K562 & Hela	FAF2	EPromoter(K562 & Hela)		
RNF44	EPromoter(Hela)	Hela	CDHR2	hPromoter		
RNF44	EPromoter(Hela)	Hela	CLTB	hPromoter		
RNF6	hPromoter	K562	CDK8	hPromoter		
RNPEP	hPromoter	Hela	TIMM17A	hPromoter		
RNPS1	hPromoter	Hela	ECI1	hPromoter		
ROGDI	hPromoter	K562 & Hela	ZNF500	hPromoter		
ROPN1B	hPromoter	Hela	SLC41A3	hPromoter		
ROPN1L	hPromoter	Hela	KMT2E	EPromoter(K562)		
RORC	hPromoter	Hela	OAZ3	hPromoter		
RORC	hPromoter	Hela	MRPL9	hPromoter		
RORC	hPromoter	Hela	TDRKH	hPromoter		
RPAP1	hPromoter	Hela	MAPKBP1	hPromoter		
RPAP3	hPromoter	Hela	PLEC	hPromoter		
RPF1	hPromoter	Hela	GNG5	EPromoter(K562)		
RPF1	hPromoter	Hela	CTBS	hPromoter		
RPF2	hPromoter	Hela	MCOLN1	hPromoter		
RPIA	hPromoter	Hela	EIF2AK3	hPromoter		
RPL10A	hPromoter	Hela	NADK2	EPromoter(K562)		
RPL10A	hPromoter	Hela	TTC13	hPromoter		
RPL10A	hPromoter	Hela	ARV1	hPromoter		
RPL10A	hPromoter	Hela	TEAD3	hPromoter		
RPL10A	hPromoter	Hela	FANCE	hPromoter		
RPL10A	hPromoter	K562 & Hela	PPARD	hPromoter		
RPL11	EPromoter(Hela)	Hela	GYG1	hPromoter		
RPL13	hPromoter	Hela	NBR1	hPromoter		
RPL13A	hPromoter	Hela	DNPH1	hPromoter		
RPL13A	hPromoter	Hela	PIH1D1	hPromoter		
RPL13A	hPromoter	Hela	ALDH16A1	hPromoter		
RPL13A	hPromoter	Hela	HARS2	hPromoter		
RPL13A	hPromoter	Hela	HARS	hPromoter		
RPL15	EPromoter(K562)	Hela	NR1D2	EPromoter(Hela)		
RPL18	hPromoter	Hela	RPL23A	hPromoter		
RPL18	hPromoter	Hela	DBP	hPromoter		
RPL18A	hPromoter	K562 & Hela	CCDC124	EPromoter(Hela)		
RPL18A	hPromoter	Hela	HSPA1B	hPromoter		
RPL18A	hPromoter	Hela	DMXL1	hPromoter		
RPL21	hPromoter	K562 & Hela	USP12	hPromoter		
RPL22L1	hPromoter	Hela	EIF5A2	hPromoter		
RPL23	hPromoter	Hela	CWC25	EPromoter(Hela)		
RPL23	hPromoter	Hela	TRPC7	hPromoter		
RPL23	hPromoter	Hela	LASP1	hPromoter		
RPL24	hPromoter	Hela	ZBTB11	hPromoter		
RPL24	hPromoter	Hela	TRMT10C	hPromoter		
RPL24	hPromoter	Hela	RAB5A	hPromoter		
RPL27	hPromoter	Hela	RPL3	hPromoter		
RPL27	hPromoter	Hela	DCAF6	hPromoter		
RPL27	hPromoter	Hela	DUOX2	hPromoter		
RPL27	hPromoter	Hela	DUOXA2	hPromoter		
RPL27	hPromoter	K562	AOC2	hPromoter		
RPL27A	hPromoter	Hela	ZSCAN9	hPromoter		
RPL27A	hPromoter	Hela	TMEM9B	hPromoter		
RPL28	hPromoter	Hela	ATP2A2	hPromoter		
RPL28	hPromoter	Hela	UBE2S	hPromoter		
RPL28	hPromoter	Hela	SUV420H2	hPromoter		
RPL29	hPromoter	Hela	RRP9	hPromoter		
RPL29	hPromoter	Hela	PARP3	hPromoter		
RPL29	hPromoter	Hela	ACY1	hPromoter		
RPL29	hPromoter	Hela	ABHD14B	hPromoter		
RPL29	hPromoter	Hela	ABHD14A	hPromoter		
RPL3	hPromoter	Hela	RPL27	hPromoter		
RPL3	hPromoter	Hela	CTDP1	hPromoter		
RPL3	hPromoter	Hela	THADA	hPromoter		
RPL3	hPromoter	Hela	TAB1	hPromoter		
RPL30	hPromoter	Hela	POP1	hPromoter		
RPL30	hPromoter	Hela	HRSP12	hPromoter		
RPL31	hPromoter	Hela	BCL2L12	hPromoter		
RPL32	hPromoter	Hela	TRIM27	hPromoter		
RPL32	hPromoter	Hela	CCL27	hPromoter		
RPL35A	hPromoter	Hela	ZNF484	EPromoter(Hela)		
RPL35A	hPromoter	Hela	IQCG	hPromoter		
RPL35A	hPromoter	Hela	LMLN	hPromoter		
RPL37	hPromoter	Hela	DPH5	hPromoter		
RPL37	hPromoter	Hela	MGAT5B	hPromoter		
RPL37	hPromoter	K562 & Hela	TTC33	hPromoter		
RPL37	hPromoter	K562 & Hela	PRKAA1	hPromoter		
RPL37A	EPromoter(Hela)	K562	SMARCAL1	hPromoter		
RPL4	hPromoter	Hela	MAP2K1	hPromoter		
RPL41	hPromoter	Hela	MYL6	hPromoter		
RPL41	hPromoter	Hela	RNF41	hPromoter		
RPL41	hPromoter	Hela	NABP2	hPromoter		
RPL41	hPromoter	Hela	RPS26	hPromoter		
RPL41	hPromoter	Hela	ERBB3	hPromoter		
RPL41	hPromoter	Hela	PA2G4	hPromoter		
RPL5	hPromoter	Hela	MEIG1	hPromoter		
RPL6	hPromoter	Hela	ZFP36	hPromoter		
RPL6	hPromoter	Hela	USP1	hPromoter		
RPL6	hPromoter	Hela	PTPN11	hPromoter		
RPL6	hPromoter	K562	FADS2	hPromoter		
RPL6	hPromoter	K562	FADS1	hPromoter		
RPL7L1	hPromoter	Hela	UBR2	hPromoter		
RPL7L1	hPromoter	Hela	C6orf226	hPromoter		
RPL7L1	hPromoter	K562 & Hela	TBCC	hPromoter		
RPL8	hPromoter	Hela	ATP6V1E1	hPromoter		
RPL8	hPromoter	Hela	ZNF251	hPromoter		
RPLP0	hPromoter	Hela	GCN1	hPromoter		
RPLP0	hPromoter	Hela	RAB35	hPromoter		
RPLP1	hPromoter	Hela	GALM	hPromoter		
RPLP1	hPromoter	Hela	MGAT1	hPromoter		
RPLP1	hPromoter	Hela	POLM	hPromoter		
RPLP1	hPromoter	Hela	TXN	hPromoter		
RPLP1	hPromoter	Hela	PCBP2	hPromoter		
RPN1	hPromoter	Hela	ACAD9	hPromoter		
RPN2	hPromoter	Hela	SLC7A11	EPromoter(K562 & Hela)		
RPN2	hPromoter	Hela	LRRK1	hPromoter		
RPN2	hPromoter	Hela	SNUPN	hPromoter		
RPN2	hPromoter	Hela	FBXO11	hPromoter		
RPN2	hPromoter	Hela	RBL1	hPromoter		
RPP21	hPromoter	Hela	TRIM39	hPromoter		
RPP21	hPromoter	Hela	TRIM26	hPromoter		
RPP21	hPromoter	Hela	RPP21	hPromoter		
RPP25	hPromoter	Hela	PPCDC	EPromoter(K562)		
RPP25	hPromoter	Hela	C15orf39	hPromoter		
RPP25	hPromoter	Hela	FAM219B	hPromoter		
RPP25	hPromoter	Hela	COX5A	hPromoter		
RPRD2	hPromoter	Hela	PRPF3	hPromoter		
RPS10	hPromoter	Hela	ZNF76	hPromoter		
RPS11	hPromoter	Hela	RNF121	hPromoter		
RPS11	hPromoter	Hela	PRMT1	hPromoter		
RPS11	hPromoter	Hela	DENND6B	hPromoter		
RPS12	hPromoter	Hela	LRRC25	hPromoter		
RPS12	hPromoter	Hela	STX7	hPromoter		
RPS12	hPromoter	Hela	SLC18B1	hPromoter		
RPS12	hPromoter	K562	HMGB2	hPromoter		
RPS13	hPromoter	Hela	C11orf58	hPromoter		
RPS13	hPromoter	Hela	ZBTB44	hPromoter		
RPS14	hPromoter	Hela	TBCA	hPromoter		
RPS15	hPromoter	Hela	DAZAP1	EPromoter(Hela)		
RPS15A	EPromoter(Hela)	Hela	ARL6IP1	hPromoter		
RPS15A	EPromoter(Hela)	Hela	MYNN	hPromoter		
RPS15A	EPromoter(Hela)	Hela	IER3	hPromoter		
RPS16	hPromoter	Hela	SUPT5H	hPromoter		
RPS16	hPromoter	Hela	EID2	hPromoter		
RPS16	hPromoter	Hela	ZFP36	hPromoter		
RPS16	hPromoter	Hela	PLEKHG2	hPromoter		
RPS16	hPromoter	Hela	MED29	hPromoter		
RPS16	hPromoter	Hela	PAF1	hPromoter		
RPS16	hPromoter	Hela	TUSC2	hPromoter		
RPS18	EPromoter(Hela)	Hela	PRPF19	hPromoter		
RPS18	EPromoter(Hela)	Hela	PFDN6	hPromoter		
RPS18	EPromoter(Hela)	Hela	WDR46	hPromoter		
RPS18	EPromoter(Hela)	Hela	RGL2	hPromoter		
RPS19	hPromoter	Hela	ARHGEF1	hPromoter		
RPS19	hPromoter	Hela	RABAC1	hPromoter		
RPS19	hPromoter	Hela	ZNF574	hPromoter		
RPS19	hPromoter	Hela	LTBP4	hPromoter		
RPS19BP1	hPromoter	Hela	ATF4	hPromoter		
RPS20	hPromoter	Hela	ZNF687	hPromoter		
RPS20	hPromoter	Hela	TGS1	hPromoter		
RPS20	hPromoter	Hela	TMEM68	hPromoter		
RPS20	hPromoter	Hela	RAB2A	hPromoter		
RPS21	hPromoter	Hela	ARF1	EPromoter(K562)		
RPS21	hPromoter	Hela	RHBDL1	hPromoter		
RPS21	hPromoter	Hela	ADRM1	hPromoter		
RPS25	hPromoter	Hela	FBXW9	hPromoter		
RPS25	hPromoter	Hela	ZNF789	hPromoter		
RPS25	hPromoter	Hela	SLC37A4	hPromoter		
RPS25	hPromoter	Hela	RPS25	hPromoter		
RPS25	hPromoter	Hela	TRAPPC4	hPromoter		
RPS25	hPromoter	Hela	CCDC84	hPromoter		
RPS26	hPromoter	Hela	RPL41	hPromoter		
RPS26	hPromoter	Hela	ZC3H10	hPromoter		
RPS26	hPromoter	Hela	DGKA	hPromoter		
RPS26	hPromoter	Hela	PA2G4	hPromoter		
RPS26	hPromoter	K562 & Hela	SUOX	hPromoter		
RPS27A	hPromoter	Hela	ID3	hPromoter		
RPS29	hPromoter	Hela	LRR1	hPromoter		
RPS29	hPromoter	Hela	DNAAF2	hPromoter		
RPS29	hPromoter	Hela	PARP2	hPromoter		
RPS29	hPromoter	K562 & Hela	MGAT2	hPromoter		
RPS29	hPromoter	K562 & Hela	RPL36AL	hPromoter		
RPS3	EPromoter(Hela)	Hela	RPS3	EPromoter(Hela)		
RPS3	EPromoter(Hela)	Hela	KLHL35	hPromoter		
RPS3	EPromoter(Hela)	Hela	RNF122	hPromoter		
RPS3A	EPromoter(Hela)	K562 & Hela	LRBA	hPromoter		
RPS5	hPromoter	Hela	MAP3K3	hPromoter		
RPS5	hPromoter	Hela	ZNF584	hPromoter		
RPS5	hPromoter	Hela	ZNF497	hPromoter		
RPS5	hPromoter	Hela	ZNF837	hPromoter		
RPS6	hPromoter	Hela	KDM4A	hPromoter		
RPS6	hPromoter	Hela	ACER2	hPromoter		
RPS6KA4	hPromoter	Hela	NT5DC2	hPromoter		
RPS6KA4	hPromoter	Hela	PRDX5	hPromoter		
RPS6KA4	hPromoter	Hela	TRMT112	hPromoter		
RPS6KA5	hPromoter	Hela	CTDNEP1	EPromoter(Hela)		
RPS6KA5	hPromoter	Hela	ELP5	EPromoter(Hela)		
RPS6KB1	hPromoter	Hela	MAP2K7	hPromoter		
RPS6KB2	EPromoter(Hela)	Hela	TMEM134	hPromoter		
RPS6KB2	EPromoter(Hela)	Hela	TBC1D10C	hPromoter		
RPS6KB2	EPromoter(Hela)	Hela	CORO1B	hPromoter		
RPS6KC1	hPromoter	Hela	TATDN3	hPromoter		
RPS6KC1	hPromoter	Hela	NSL1	hPromoter		
RPS6KC1	hPromoter	K562	RPS6KC1	hPromoter		
RPS6KC1	hPromoter	K562	ANGEL2	hPromoter		
RPS6KL1	hPromoter	K562	NEK9	hPromoter		
RPS7	hPromoter	Hela	RNASEH1	EPromoter(Hela)		
RPS8	hPromoter	Hela	PLK3	hPromoter		
RPS8	hPromoter	Hela	KIF2C	hPromoter		
RPS8	hPromoter	Hela	TCTEX1D4	hPromoter		
RPS8	hPromoter	Hela	BTBD19	hPromoter		
RPS9	hPromoter	Hela	DDX5	hPromoter		
RPS9	hPromoter	Hela	MBOAT7	hPromoter		
RPS9	hPromoter	Hela	TSEN34	hPromoter		
RPS9	hPromoter	Hela	ELL	hPromoter		
RPS9	hPromoter	Hela	PRKCG	hPromoter		
RPS9	hPromoter	K562	GPBP1L1	hPromoter		
RPS9	hPromoter	K562	TMEM69	hPromoter		
RPSA	hPromoter	Hela	PTP4A2	hPromoter		
RPSA	hPromoter	Hela	WDR48	hPromoter		
RPSA	hPromoter	K562 & Hela	SLC25A38	hPromoter		
RPSAP58	hPromoter	K562	ZNF675	hPromoter		
RPUSD3	hPromoter	Hela	CRELD1	hPromoter		
RPUSD4	hPromoter	K562 & Hela	FOXRED1	hPromoter		
RPUSD4	hPromoter	K562 & Hela	SRPR	hPromoter		
RQCD1	hPromoter	Hela	HES1	hPromoter		
RRAGA	hPromoter	Hela	TXNDC11	hPromoter		
RRAGC	EPromoter(K562 & Hela)	K562	AKIRIN1	EPromoter(K562)		
RRAS	hPromoter	Hela	CSNK1G3	EPromoter(K562)		
RRAS	hPromoter	Hela	BCL2L12	hPromoter		
RRAS	hPromoter	Hela	IRF3	hPromoter		
RRAS	hPromoter	Hela	NOSIP	hPromoter		
RRAS	hPromoter	Hela	PRRG2	hPromoter		
RRAS	hPromoter	Hela	KCNK15	hPromoter		
RRAS	hPromoter	Hela	TFAP2C	hPromoter		
RRH	hPromoter	K562	CASP6	hPromoter		
RRM2	hPromoter	Hela	ZNHIT2	hPromoter		
RRM2	hPromoter	Hela	KLF11	hPromoter		
RRM2	hPromoter	Hela	C2orf48	hPromoter		
RRM2B	hPromoter	Hela	DDX23	hPromoter		
RRP1	hPromoter	Hela	CSTB	hPromoter		
RRP1	hPromoter	K562	RRP1B	hPromoter		
RRP1	hPromoter	K562	HSF2BP	hPromoter		
RRP12	hPromoter	Hela	MMS19	hPromoter		
RRP12	hPromoter	Hela	UBTD1	hPromoter		
RSAD1	hPromoter	Hela	ACSF2	hPromoter		
RSAD1	hPromoter	Hela	EME1	hPromoter		
RSAD1	hPromoter	Hela	MRPL27	hPromoter		
RSAD1	hPromoter	K562 & Hela	LRRC59	hPromoter		
RSAD1	hPromoter	K562 & Hela	COL1A1	hPromoter		
RSBN1	hPromoter	Hela	AP4B1	hPromoter		
RSBN1	hPromoter	Hela	DCLRE1B	hPromoter		
RSBN1	hPromoter	Hela	PHTF1	hPromoter		
RSG1	hPromoter	Hela	NECAP2	hPromoter		
RSL1D1	hPromoter	Hela	TXNDC11	hPromoter		
RSRC1	hPromoter	Hela	PIP5K1A	hPromoter		
RTCA	hPromoter	Hela	DBT	hPromoter		
RTCA	hPromoter	Hela	WDR33	hPromoter		
RTEL1	hPromoter	Hela	GMEB2	hPromoter		
RTF1	hPromoter	Hela	NDUFAF1	hPromoter		
RTKN	hPromoter	Hela	INO80B	hPromoter		
RTKN2	hPromoter	Hela	DESI2	hPromoter		
RTN3	hPromoter	Hela	ATL3	hPromoter		
RTN3	hPromoter	Hela	TIMM10	hPromoter		
RTP3	hPromoter	Hela	GNAI3	hPromoter		
RUFY1	EPromoter(K562 & Hela)	Hela	HNRNPH1	hPromoter		
RUFY3	hPromoter	Hela	UTP3	hPromoter		
RUFY3	hPromoter	K562	GRSF1	hPromoter		
RUNDC3A	hPromoter	K562	SLC4A1	hPromoter		
RUNX1T1	EPromoter(K562)	Hela	SEMA4F	hPromoter		
RUNX1T1	EPromoter(K562)	Hela	FAHD2A	hPromoter		
RUSC1	hPromoter	Hela	GBA	EPromoter(Hela)		
RUSC1	hPromoter	K562 & Hela	HCN3	hPromoter		
RUSC2	hPromoter	K562	ZC3H12A	hPromoter		
RUVBL1	hPromoter	Hela	EEFSEC	hPromoter		
RWDD2B	hPromoter	Hela	LTN1	hPromoter		
RWDD3	hPromoter	K562 & Hela	ALG14	hPromoter		
RWDD3	hPromoter	K562 & Hela	RWDD3	hPromoter		
RWDD3	hPromoter	K562 & Hela	TMEM56	hPromoter		
RXFP4	hPromoter	Hela	ZCCHC10	hPromoter		
RYBP	hPromoter	K562	CCDC88C	hPromoter		
S100A1	hPromoter	Hela	S100A14	hPromoter		
S100A1	hPromoter	Hela	ILF2	hPromoter		
S100A1	hPromoter	Hela	S100A4	hPromoter		
S100A1	hPromoter	Hela	S100A16	hPromoter		
S100A10	hPromoter	Hela	CHTOP	hPromoter		
S100A10	hPromoter	Hela	S100A13	hPromoter		
S100A10	hPromoter	Hela	AK2	hPromoter		
S100A11	hPromoter	Hela	THEM4	hPromoter		
S100A14	hPromoter	Hela	CHTOP	hPromoter		
S100A14	hPromoter	Hela	ANKRD18B	hPromoter		
S100A14	hPromoter	Hela	S100A13	hPromoter		
S100A14	hPromoter	Hela	S100A1	hPromoter		
S100A16	hPromoter	Hela	S100A13	hPromoter		
S100A16	hPromoter	Hela	GABPB2	hPromoter		
S100A2	hPromoter	Hela	S100A5	hPromoter		
S100A2	hPromoter	Hela	S100A3	hPromoter		
S100A2	hPromoter	Hela	PCGF5	hPromoter		
S100A2	hPromoter	Hela	S100A4	hPromoter		
S100A2	hPromoter	Hela	CHTOP	hPromoter		
S100A2	hPromoter	Hela	S100A13	hPromoter		
S100A2	hPromoter	K562 & Hela	S100A6	hPromoter		
S100A3	hPromoter	Hela	S100A6	hPromoter		
S100A3	hPromoter	Hela	S100A5	hPromoter		
S100A3	hPromoter	Hela	RMDN2	hPromoter		
S100A3	hPromoter	Hela	S100A2	hPromoter		
S100A3	hPromoter	Hela	CHTOP	hPromoter		
S100A3	hPromoter	Hela	S100A13	hPromoter		
