Promoter_1_gene_id	Promoter_1_Type	Cell_line_interaction	Promoter_2_gene_id	Promoter_2_Type		
PRPF4B	hPromoter	Hela	ECI2	hPromoter		
PRPF6	hPromoter	Hela	POLD3	hPromoter		
PRPF6	hPromoter	Hela	TCEA2	hPromoter		
PRPF6	hPromoter	Hela	UCKL1	hPromoter		
PRPF6	hPromoter	K562	PTK6	hPromoter		
PRPF8	hPromoter	Hela	WDR81	hPromoter		
PRPF8	hPromoter	K562	TLCD2	hPromoter		
PRPSAP1	hPromoter	Hela	SPHK1	EPromoter(K562 & Hela)		
PRPSAP1	hPromoter	Hela	NEK7	hPromoter		
PRPSAP1	hPromoter	Hela	EXOC7	hPromoter		
PRPSAP1	hPromoter	Hela	LSM14B	hPromoter		
PRPSAP2	hPromoter	Hela	ANXA11	hPromoter		
PRR11	hPromoter	Hela	TRIM37	hPromoter		
PRR13	hPromoter	Hela	PCBP2	hPromoter		
PRR13	hPromoter	Hela	SP1	hPromoter		
PRRC2C	EPromoter(Hela)	Hela	VAMP4	hPromoter		
PRSS21	hPromoter	Hela	TCEB2	EPromoter(K562 & Hela)		
PRSS23	hPromoter	Hela	B3GNT4	hPromoter		
PRSS3	EPromoter(K562)	Hela	S100A14	hPromoter		
PRSS3	EPromoter(K562)	Hela	NOL6	hPromoter		
PSAT1	hPromoter	Hela	PACRG	hPromoter		
PSAT1	hPromoter	Hela	PARK2	hPromoter		
PSAT1	hPromoter	Hela	CEP78	hPromoter		
PSCA	hPromoter	Hela	LY6K	hPromoter		
PSEN2	hPromoter	Hela	ADCK3	hPromoter		
PSIP1	hPromoter	Hela	IMMT	hPromoter		
PSIP1	hPromoter	Hela	ZNF703	hPromoter		
PSIP1	hPromoter	Hela	CCDC171	hPromoter		
PSIP1	hPromoter	Hela	PSIP1	hPromoter		
PSMA3	hPromoter	Hela	TRIM56	EPromoter(Hela)		
PSMA3	hPromoter	Hela	ARID4A	hPromoter		
PSMA4	hPromoter	Hela	CHRNA5	hPromoter		
PSMA5	hPromoter	Hela	GET4	EPromoter(Hela)		
PSMA6	hPromoter	K562 & Hela	NFKBIA	hPromoter		
PSMB1	EPromoter(Hela)	Hela	PCF11	hPromoter		
PSMB1	EPromoter(Hela)	Hela	PDCD2	hPromoter		
PSMB1	EPromoter(Hela)	Hela	SDCCAG3	hPromoter		
PSMB2	hPromoter	Hela	C1orf216	hPromoter		
PSMB2	hPromoter	Hela	KIAA0319L	hPromoter		
PSMB2	hPromoter	Hela	NCDN	hPromoter		
PSMB2	hPromoter	Hela	TSEN34	hPromoter		
PSMB4	hPromoter	Hela	ZNF687	hPromoter		
PSMB4	hPromoter	Hela	PI4KB	hPromoter		
PSMB4	hPromoter	Hela	RFX5	hPromoter		
PSMB4	hPromoter	Hela	HIST1H3A	hPromoter		
PSMB4	hPromoter	Hela	HIST1H4A	hPromoter		
PSMB5	hPromoter	Hela	C14orf93	hPromoter		
PSMB6	EPromoter(K562 & Hela)	Hela	GLTPD2	hPromoter		
PSMB6	EPromoter(K562 & Hela)	Hela	PLD2	hPromoter		
PSMB7	hPromoter	Hela	MGAT1	hPromoter		
PSMB8	hPromoter	Hela	TAP1	hPromoter		
PSMB8	hPromoter	Hela	PSMB9	hPromoter		
PSMB9	hPromoter	Hela	TAP2	hPromoter		
PSMB9	hPromoter	Hela	PSMB8	hPromoter		
PSMC3	hPromoter	Hela	SLC39A13	EPromoter(Hela)		
PSMC3	hPromoter	Hela	SMYD2	hPromoter		
PSMC3IP	hPromoter	Hela	BICD2	hPromoter		
PSMC3IP	hPromoter	Hela	COASY	hPromoter		
PSMC3IP	hPromoter	Hela	MLX	hPromoter		
PSMC3IP	hPromoter	Hela	CNTNAP1	hPromoter		
PSMC3IP	hPromoter	Hela	BECN1	hPromoter		
PSMC3IP	hPromoter	Hela	TUBG1	hPromoter		
PSMC3IP	hPromoter	Hela	FAM134C	hPromoter		
PSMC3IP	hPromoter	Hela	PSME3	hPromoter		
PSMC3IP	hPromoter	K562 & Hela	CCR10	hPromoter		
PSMC4	hPromoter	Hela	TRIT1	EPromoter(Hela)		
PSMC4	hPromoter	Hela	ZNF546	hPromoter		
PSMC6	hPromoter	Hela	ERO1A	hPromoter		
PSMC6	hPromoter	Hela	TXNDC16	hPromoter		
PSMC6	hPromoter	Hela	GPR137C	hPromoter		
PSMD13	hPromoter	K562 & Hela	RIC8A	hPromoter		
PSMD13	hPromoter	K562 & Hela	BET1L	hPromoter		
PSMD14	hPromoter	Hela	ZFYVE27	hPromoter		
PSMD2	EPromoter(Hela)	Hela	EIF4G1	EPromoter(K562 & Hela)		
PSMD2	EPromoter(Hela)	Hela	POLR2H	EPromoter(K562)		
PSMD2	EPromoter(Hela)	Hela	ALG3	EPromoter(Hela)		
PSMD2	EPromoter(Hela)	Hela	CLCN2	hPromoter		
PSMD2	EPromoter(Hela)	Hela	AP2M1	hPromoter		
PSMD2	EPromoter(Hela)	Hela	ECE2	hPromoter		
PSMD2	EPromoter(Hela)	Hela	FAM131A	hPromoter		
PSMD4	hPromoter	Hela	SCNM1	hPromoter		
PSMD4	hPromoter	Hela	LYSMD1	hPromoter		
PSMD4	hPromoter	Hela	VPS72	hPromoter		
PSMD4	hPromoter	Hela	ZNF687	hPromoter		
PSMD5	hPromoter	Hela	CDK5RAP2	EPromoter(K562 & Hela)		
PSMD5	hPromoter	Hela	VPS26A	hPromoter		
PSMD5	hPromoter	Hela	ZNF367	hPromoter		
PSMD5	hPromoter	K562	PHF1	hPromoter		
PSMD7	hPromoter	Hela	DNAJB4	hPromoter		
PSMD7	hPromoter	Hela	C11orf73	hPromoter		
PSMD8	hPromoter	Hela	GGN	hPromoter		
PSMD8	hPromoter	K562 & Hela	CATSPERG	hPromoter		
PSMD9	hPromoter	Hela	HPD	hPromoter		
PSME1	hPromoter	Hela	PCK2	EPromoter(K562)		
PSME1	hPromoter	Hela	DCAF11	hPromoter		
PSME1	hPromoter	Hela	PSME2	hPromoter		
PSME1	hPromoter	Hela	RNF31	hPromoter		
PSME1	hPromoter	Hela	IPO4	hPromoter		
PSME3	hPromoter	Hela	PSMC3IP	hPromoter		
PSMF1	hPromoter	Hela	SDCBP2	hPromoter		
PSMF1	hPromoter	Hela	VPS16	hPromoter		
PSMF1	hPromoter	Hela	PCED1A	hPromoter		
PSMG1	hPromoter	Hela	ZBTB25	hPromoter		
PSMG1	hPromoter	Hela	ZBTB1	hPromoter		
PSPC1	hPromoter	Hela	ZMYM5	hPromoter		
PSRC1	hPromoter	K562 & Hela	SORT1	hPromoter		
PTAR1	hPromoter	Hela	SET	hPromoter		
PTBP1	hPromoter	Hela	CFD	hPromoter		
PTBP3	hPromoter	Hela	SNAPC1	hPromoter		
PTBP3	hPromoter	Hela	HSDL2	hPromoter		
PTCRA	hPromoter	Hela	RPL7L1	hPromoter		
PTGDS	hPromoter	Hela	PHPT1	hPromoter		
PTGER1	hPromoter	Hela	DDX39A	hPromoter		
PTGER4	hPromoter	Hela	RGS2	hPromoter		
PTGER4	hPromoter	Hela	NNMT	hPromoter		
PTGER4	hPromoter	Hela	POLI	hPromoter		
PTGES	hPromoter	Hela	RNF139	EPromoter(Hela)		
PTGES	hPromoter	Hela	SIX5	hPromoter		
PTGES	hPromoter	Hela	LDOC1L	hPromoter		
PTGES3	hPromoter	Hela	SMC4	hPromoter		
PTGES3	hPromoter	Hela	PRIM1	hPromoter		
PTGES3	hPromoter	Hela	ATP5B	hPromoter		
PTGES3	hPromoter	K562 & Hela	NACA	hPromoter		
PTGES3L	hPromoter	Hela	AARSD1	hPromoter		
PTGES3L	hPromoter	K562	AOC2	hPromoter		
PTGR1	hPromoter	Hela	PCYT1A	hPromoter		
PTGR1	hPromoter	Hela	GNG10	hPromoter		
PTGR1	hPromoter	Hela	DNAJC25	hPromoter		
PTGR2	hPromoter	Hela	ELMSAN1	EPromoter(K562 & Hela)		
PTGR2	hPromoter	K562	ZNF410	hPromoter		
PTGS2	hPromoter	Hela	TPR	hPromoter		
PTGS2	hPromoter	Hela	C1orf27	hPromoter		
PTK6	hPromoter	Hela	SYNE2	hPromoter		
PTK6	hPromoter	Hela	NCOR1	hPromoter		
PTK6	hPromoter	Hela	PIGL	hPromoter		
PTK6	hPromoter	Hela	C20orf195	hPromoter		
PTK6	hPromoter	Hela	GMEB2	hPromoter		
PTK6	hPromoter	Hela	TPD52L2	hPromoter		
PTK6	hPromoter	Hela	PLSCR1	hPromoter		
PTK6	hPromoter	K562	SAMD10	hPromoter		
PTK6	hPromoter	K562	PRPF6	hPromoter		
PTMS	hPromoter	Hela	MLF2	hPromoter		
PTMS	hPromoter	Hela	USP5	hPromoter		
PTMS	hPromoter	Hela	CDCA3	hPromoter		
PTMS	hPromoter	Hela	COPS7A	hPromoter		
PTMS	hPromoter	Hela	ZNF384	hPromoter		
PTOV1	hPromoter	Hela	AKT1S1	hPromoter		
PTOV1	hPromoter	Hela	TBC1D17	hPromoter		
PTOV1	hPromoter	Hela	EIF2B4	hPromoter		
PTOV1	hPromoter	Hela	SNX17	hPromoter		
PTP4A1	EPromoter(Hela)	Hela	RARS	hPromoter		
PTP4A2	hPromoter	Hela	RPSA	hPromoter		
PTP4A2	hPromoter	Hela	DMTF1	hPromoter		
PTPLA	hPromoter	Hela	STAM	EPromoter(K562)		
PTPLAD1	hPromoter	Hela	DPP8	hPromoter		
PTPLAD2	hPromoter	Hela	A2ML1	hPromoter		
PTPMT1	hPromoter	Hela	NDUFS3	hPromoter		
PTPMT1	hPromoter	Hela	KBTBD4	hPromoter		
PTPMT1	hPromoter	Hela	CELF1	hPromoter		
PTPN11	hPromoter	Hela	RPL6	hPromoter		
PTPN12	hPromoter	Hela	RPL36	hPromoter		
PTPN12	hPromoter	Hela	TMEM60	hPromoter		
PTPN12	hPromoter	Hela	PHTF2	hPromoter		
PTPN18	hPromoter	Hela	CCDC115	hPromoter		
PTPN18	hPromoter	Hela	IMP4	hPromoter		
PTPN21	hPromoter	Hela	ZC3H14	hPromoter		
PTPN23	hPromoter	Hela	KIF15	EPromoter(Hela)		
PTPN23	hPromoter	Hela	KIAA1143	EPromoter(Hela)		
PTPN23	hPromoter	Hela	TMED10	hPromoter		
PTPN6	hPromoter	Hela	EMG1	EPromoter(Hela)		
PTPN6	hPromoter	Hela	PHB2	EPromoter(Hela)		
PTPN6	hPromoter	Hela	FER	hPromoter		
PTPN6	hPromoter	Hela	LPCAT3	hPromoter		
PTPN6	hPromoter	Hela	C1RL	hPromoter		
PTPN6	hPromoter	Hela	TPI1	hPromoter		
PTPN6	hPromoter	Hela	ATN1	hPromoter		
PTPN6	hPromoter	Hela	C12orf57	hPromoter		
PTPN6	hPromoter	Hela	SPSB2	hPromoter		
PTPN9	hPromoter	Hela	IMP3	hPromoter		
PTPN9	hPromoter	Hela	SIN3A	hPromoter		
PTPRB	hPromoter	Hela	FBXO32	hPromoter		
PTPRF	hPromoter	K562	IPO13	hPromoter		
PTRF	hPromoter	Hela	DCUN1D2	hPromoter		
PTRF	hPromoter	Hela	TMCO3	hPromoter		
PTRF	hPromoter	Hela	STAT3	hPromoter		
PTRH1	hPromoter	Hela	TOR2A	hPromoter		
PTS	hPromoter	Hela	PLET1	hPromoter		
PTTG1IP	hPromoter	Hela	CRY2	hPromoter		
PTTG1IP	hPromoter	Hela	UBE2G2	hPromoter		
PTX3	hPromoter	Hela	CCNL1	hPromoter		
PTX4	hPromoter	Hela	CLCN7	EPromoter(Hela)		
PTX4	hPromoter	Hela	GNPTG	hPromoter		
PUM2	hPromoter	Hela	RHOB	hPromoter		
PURG	hPromoter	Hela	ERBB2IP	EPromoter(K562)		
PUS7	hPromoter	Hela	CEP350	hPromoter		
PUS7	hPromoter	Hela	RINT1	hPromoter		
PVRL2	hPromoter	Hela	TOMM40	hPromoter		
PVRL2	hPromoter	Hela	BCAM	hPromoter		
PVRL3	hPromoter	Hela	CYP11A1	hPromoter		
PVRL4	hPromoter	Hela	USF1	EPromoter(Hela)		
PWP2	hPromoter	Hela	C21orf33	hPromoter		
PWWP2A	EPromoter(K562)	Hela	FABP6	hPromoter		
PXDC1	hPromoter	Hela	FAM50B	EPromoter(Hela)		
PXK	hPromoter	Hela	ARHGDIA	EPromoter(Hela)		
PYCR1	hPromoter	Hela	ARHGDIA	EPromoter(Hela)		
PYCR1	hPromoter	Hela	LYRM1	hPromoter		
PYCR1	hPromoter	Hela	STRA13	hPromoter		
PYCR1	hPromoter	Hela	LRRC45	hPromoter		
PYCRL	hPromoter	Hela	TSTA3	hPromoter		
PYGB	hPromoter	Hela	ABHD12	hPromoter		
PYGB	hPromoter	Hela	KIAA0319	hPromoter		
PYGB	hPromoter	K562	ENTPD6	hPromoter		
PYGM	hPromoter	Hela	SLC3A2	hPromoter		
PYGO2	hPromoter	Hela	SHC1	EPromoter(Hela)		
PYGO2	hPromoter	Hela	PMVK	hPromoter		
PYGO2	hPromoter	Hela	ADAM15	hPromoter		
PYGO2	hPromoter	Hela	CKS1B	hPromoter		
PYGO2	hPromoter	Hela	FLAD1	hPromoter		
QPCTL	hPromoter	Hela	TARDBP	hPromoter		
QPCTL	hPromoter	K562 & Hela	SIX5	hPromoter		
QRICH1	hPromoter	K562	MST1	EPromoter(K562)		
QRICH1	hPromoter	Hela	DALRD3	hPromoter		
QRICH1	hPromoter	Hela	NDUFAF3	hPromoter		
QRICH1	hPromoter	K562	RNF123	hPromoter		
QSOX1	hPromoter	K562	AP4E1	hPromoter		
R3HCC1	hPromoter	K562 & Hela	TNFRSF10D	hPromoter		
RAB10	hPromoter	Hela	KIF3C	hPromoter		
RAB11A	hPromoter	K562	SLC24A1	hPromoter		
RAB11A	hPromoter	K562	VWA9	hPromoter		
RAB11B	hPromoter	Hela	RPS28	hPromoter		
RAB11B	hPromoter	Hela	NDUFA7	hPromoter		
RAB11B	hPromoter	Hela	CCL25	hPromoter		
RAB11FIP3	hPromoter	Hela	DECR2	hPromoter		
RAB11FIP5	hPromoter	Hela	PACRGL	hPromoter		
RAB13	EPromoter(K562 & Hela)	Hela	KIF23	EPromoter(Hela)		
RAB13	EPromoter(K562 & Hela)	Hela	MICU2	hPromoter		
RAB13	EPromoter(K562 & Hela)	Hela	SPTAN1	hPromoter		
RAB13	EPromoter(K562 & Hela)	K562 & Hela	CREB3L4	hPromoter		
RAB13	EPromoter(K562 & Hela)	K562 & Hela	SLC39A1	hPromoter		
RAB13	EPromoter(K562 & Hela)	K562 & Hela	TPM3	hPromoter		
RAB13	EPromoter(K562 & Hela)	K562 & Hela	CRTC2	hPromoter		
RAB13	EPromoter(K562 & Hela)	K562 & Hela	JTB	hPromoter		
RAB13	EPromoter(K562 & Hela)	K562 & Hela	HAX1	hPromoter		
RAB13	EPromoter(K562 & Hela)	K562 & Hela	NPR1	hPromoter		
RAB13	EPromoter(K562 & Hela)	K562 & Hela	DENND4B	hPromoter		
RAB13	EPromoter(K562 & Hela)	K562 & Hela	MLH1	hPromoter		
RAB13	EPromoter(K562 & Hela)	K562 & Hela	EPM2AIP1	hPromoter		
RAB14	EPromoter(Hela)	Hela	ZNF219	hPromoter		
RAB1A	hPromoter	Hela	SRGAP1	hPromoter		
RAB1B	hPromoter	Hela	BRMS1	hPromoter		
RAB21	hPromoter	Hela	THAP2	hPromoter		
RAB21	hPromoter	Hela	ZFC3H1	hPromoter		
RAB23	hPromoter	Hela	OR2D2	hPromoter		
RAB23	hPromoter	Hela	BAG2	hPromoter		
RAB28	hPromoter	Hela	ATP13A1	hPromoter		
RAB2A	hPromoter	Hela	MED21	hPromoter		
RAB2A	hPromoter	Hela	RPS20	hPromoter		
RAB2B	hPromoter	Hela	METTL3	hPromoter		
RAB30	EPromoter(K562)	K562 & Hela	RAB30	EPromoter(K562)		
RAB30	EPromoter(K562)	Hela	CCDC90B	hPromoter		
RAB30	EPromoter(K562)	Hela	DDIAS	hPromoter		
RAB33B	hPromoter	Hela	NDUFC1	hPromoter		
RAB33B	hPromoter	Hela	NAA15	hPromoter		
RAB34	hPromoter	Hela	MAP3K6	hPromoter		
RAB34	hPromoter	Hela	RPL23A	hPromoter		
RAB34	hPromoter	Hela	TLCD1	hPromoter		
RAB34	hPromoter	Hela	TRAF4	hPromoter		
RAB34	hPromoter	Hela	ERAL1	hPromoter		
RAB34	hPromoter	Hela	KIAA0100	hPromoter		
RAB34	hPromoter	Hela	PROCA1	hPromoter		
RAB34	hPromoter	Hela	SPHK2	hPromoter		
RAB34	hPromoter	Hela	RPL18	hPromoter		
RAB34	hPromoter	Hela	NARR	hPromoter		
RAB34	hPromoter	Hela	RAB34	hPromoter		
RAB35	hPromoter	Hela	RPLP0	hPromoter		
RAB3A	hPromoter	Hela	MPV17L2	hPromoter		
RAB3GAP2	hPromoter	Hela	TTC32	hPromoter		
RAB3IL1	EPromoter(K562)	Hela	FTH1	hPromoter		
RAB40C	hPromoter	Hela	WDR90	EPromoter(Hela)		
RAB40C	hPromoter	Hela	CKS2	hPromoter		
RAB40C	hPromoter	Hela	WFIKKN1	hPromoter		
RAB40C	hPromoter	Hela	C16orf13	hPromoter		
RAB40C	hPromoter	Hela	FAM195A	hPromoter		
RAB5A	hPromoter	Hela	FAM98C	hPromoter		
RAB5A	hPromoter	Hela	RPL24	hPromoter		
RAB5A	hPromoter	Hela	SGOL1	hPromoter		
RAB5B	hPromoter	Hela	TATDN2	hPromoter		
RAB5B	hPromoter	Hela	SPTY2D1	hPromoter		
RAB5B	hPromoter	Hela	WIBG	hPromoter		
RAB5B	hPromoter	Hela	PMEL	hPromoter		
RAB5B	hPromoter	Hela	CDK2	hPromoter		
RAB6A	hPromoter	Hela	MRPL48	hPromoter		
RAB6B	hPromoter	K562	TOPBP1	hPromoter		
RAB8A	hPromoter	K562 & Hela	TPM4	EPromoter(K562)		
RAB8A	hPromoter	Hela	TUBB4B	hPromoter		
RAB8A	hPromoter	Hela	FAM32A	hPromoter		
RABAC1	hPromoter	Hela	RPS19	hPromoter		
RABEP2	hPromoter	Hela	SH2B1	hPromoter		
RABEPK	hPromoter	Hela	CSTF2T	hPromoter		
RABEPK	hPromoter	Hela	PPP6C	hPromoter		
RABEPK	hPromoter	Hela	HSPA5	hPromoter		
RABEPK	hPromoter	Hela	ARPC5L	hPromoter		
RABEPK	hPromoter	Hela	SCAI	hPromoter		
RABGAP1	hPromoter	Hela	ZBTB26	hPromoter		
RABGAP1	hPromoter	Hela	ZBTB6	hPromoter		
RABGAP1L	hPromoter	Hela	POLR3B	hPromoter		
RABGGTA	hPromoter	Hela	ACADM	hPromoter		
RABGGTA	hPromoter	Hela	CHMP4A	hPromoter		
RABGGTA	hPromoter	Hela	MDP1	hPromoter		
RABGGTA	hPromoter	Hela	TINF2	hPromoter		
RABGGTB	hPromoter	Hela	MSH4	hPromoter		
RABGGTB	hPromoter	K562 & Hela	ACADM	hPromoter		
RABIF	hPromoter	Hela	KLHL12	hPromoter		
RAD18	hPromoter	Hela	C12orf65	hPromoter		
RAD18	hPromoter	Hela	MPHOSPH9	hPromoter		
RAD23A	hPromoter	Hela	GADD45GIP1	EPromoter(K562)		
RAD23A	hPromoter	Hela	SLC3A2	hPromoter		
RAD23A	hPromoter	Hela	FARSA	hPromoter		
RAD23A	hPromoter	Hela	CALR	hPromoter		
RAD51AP1	hPromoter	K562	DYRK4	hPromoter		
RAD51B	hPromoter	Hela	ZFP36L1	hPromoter		
RAD51D	hPromoter	Hela	C11orf94	hPromoter		
RAD51D	hPromoter	Hela	ZNF830	hPromoter		
RAD51D	hPromoter	Hela	CCT6B	hPromoter		
RAD51D	hPromoter	Hela	LIG3	hPromoter		
RAD52	hPromoter	K562 & Hela	RAD52	hPromoter		
RAD52	hPromoter	K562 & Hela	ERC1	hPromoter		
RAD54B	hPromoter	K562	RAD54B	hPromoter		
RAD54B	hPromoter	K562	FSBP	hPromoter		
RAD9A	hPromoter	Hela	TRA2A	EPromoter(K562 & Hela)		
RAD9A	hPromoter	Hela	TBC1D10C	hPromoter		
RAD9A	hPromoter	Hela	TMEM134	hPromoter		
RAD9A	hPromoter	K562	NDUFV1	hPromoter		
RAD9A	hPromoter	K562 & Hela	CDK2AP2	hPromoter		
RAD9B	hPromoter	Hela	EXO1	hPromoter		
RAD9B	hPromoter	Hela	MPP5	hPromoter		
RAET1E	hPromoter	Hela	MTDH	hPromoter		
RALB	hPromoter	Hela	TMEM185B	hPromoter		
RALGAPA1	hPromoter	Hela	BRMS1L	hPromoter		
RALGAPA1	hPromoter	K562	INSM2	hPromoter		
RALGAPA2	hPromoter	K562	MRPL32	hPromoter		
RALGAPA2	hPromoter	K562	PSMA2	hPromoter		
RANBP9	hPromoter	Hela	MCUR1	hPromoter		
RANBP9	hPromoter	Hela	NOL7	hPromoter		
RANGRF	hPromoter	Hela	SLC25A35	hPromoter		
RANGRF	hPromoter	Hela	CTC1	hPromoter		
RANGRF	hPromoter	Hela	PFAS	hPromoter		
RANGRF	hPromoter	Hela	TMEM190	hPromoter		
RAP1A	hPromoter	Hela	MAL2	hPromoter		
RAP2B	hPromoter	Hela	DHX36	hPromoter		
RAPGEF3	hPromoter	Hela	SLC48A1	hPromoter		
RAPGEF6	EPromoter(Hela)	Hela	FNIP1	hPromoter		
RAPGEF6	EPromoter(Hela)	Hela	CPSF1	hPromoter		
RARA	hPromoter	Hela	RARA	hPromoter		
RARS	hPromoter	Hela	PTP4A1	EPromoter(Hela)		
RARS	hPromoter	Hela	CMPK1	hPromoter		
RARS	hPromoter	Hela	ZNF580	hPromoter		
RARS	hPromoter	Hela	PANK3	hPromoter		
RASD1	hPromoter	Hela	PEMT	hPromoter		
RASD1	hPromoter	Hela	MED9	hPromoter		
RASGRP1	hPromoter	K562	FAM98B	hPromoter		
RASGRP2	hPromoter	K562	MAP4K2	hPromoter		
RASGRP3	hPromoter	K562	FAM98A	hPromoter		
RASGRP3	hPromoter	K562	RASGRP3	hPromoter		
RASGRP4	EPromoter(K562)	Hela	RAB5A	hPromoter		
RASIP1	hPromoter	Hela	FAM109A	hPromoter		
RASSF1	hPromoter	Hela	NOP2	hPromoter		
RASSF1	hPromoter	Hela	TOB2	hPromoter		
RASSF1	hPromoter	Hela	CYB561D2	hPromoter		
RASSF1	hPromoter	Hela	NPRL2	hPromoter		
RASSF1	hPromoter	Hela	TUSC2	hPromoter		
RASSF1	hPromoter	Hela	HYAL3	hPromoter		
RASSF1	hPromoter	Hela	NAT6	hPromoter		
RASSF7	hPromoter	Hela	LRRC56	hPromoter		
RASSF9	hPromoter	Hela	SEC16A	hPromoter		
RAVER1	hPromoter	K562 & Hela	ICAM4	EPromoter(K562)		
RAVER1	hPromoter	Hela	TYK2	hPromoter		
RAVER1	hPromoter	Hela	ICAM1	hPromoter		
RAVER1	hPromoter	Hela	NFU1	hPromoter		
RAVER1	hPromoter	K562 & Hela	ICAM5	hPromoter		
RB1	hPromoter	Hela	ITM2B	hPromoter		
RBBP4	hPromoter	Hela	S100PBP	EPromoter(K562 & Hela)		
RBBP4	hPromoter	Hela	YARS	EPromoter(K562)		
RBBP4	hPromoter	Hela	ZBTB8A	hPromoter		
RBBP5	hPromoter	Hela	DSTYK	hPromoter		
RBBP5	hPromoter	Hela	TMCC2	hPromoter		
RBBP6	hPromoter	Hela	PCGF5	hPromoter		
RBBP6	hPromoter	Hela	CCDC61	hPromoter		
RBBP8	hPromoter	Hela	PEX16	hPromoter		
RBBP9	hPromoter	Hela	SEC23B	hPromoter		
RBL1	hPromoter	Hela	RPN2	hPromoter		
RBL1	hPromoter	Hela	MROH8	hPromoter		
RBL1	hPromoter	Hela	ARPC5L	hPromoter		
RBM12	hPromoter	Hela	ERGIC3	hPromoter		
RBM12	hPromoter	Hela	SPAG4	hPromoter		
RBM12B	hPromoter	Hela	SHISA5	EPromoter(Hela)		
RBM14	hPromoter	Hela	CCS	hPromoter		
RBM14	hPromoter	Hela	CCDC87	hPromoter		
RBM14	hPromoter	Hela	RBM4	hPromoter		
RBM14	hPromoter	Hela	RBM4B	hPromoter		
RBM14	hPromoter	Hela	YLPM1	hPromoter		
RBM14	hPromoter	Hela	DIDO1	hPromoter		
RBM15	hPromoter	Hela	USF2	hPromoter		
RBM15	hPromoter	K562 & Hela	LAMTOR5	hPromoter		
RBM17	hPromoter	Hela	IL15RA	hPromoter		
RBM22	hPromoter	Hela	SYNPO	EPromoter(K562)		
RBM22	hPromoter	K562	SMIM3	hPromoter		
RBM23	hPromoter	Hela	BTF3	hPromoter		
RBM23	hPromoter	Hela	C9orf69	hPromoter		
RBM23	hPromoter	Hela	PRMT5	hPromoter		
RBM25	EPromoter(Hela)	Hela	ARID4A	hPromoter		
RBM27	hPromoter	Hela	LARS	hPromoter		
RBM33	EPromoter(Hela)	Hela	SFN	hPromoter		
RBM34	hPromoter	Hela	TOMM20	hPromoter		
RBM39	hPromoter	Hela	PHF20	hPromoter		
RBM39	hPromoter	Hela	SCAND1	hPromoter		
RBM4	hPromoter	Hela	LRFN4	EPromoter(K562)		
RBM4	hPromoter	Hela	RBM4	hPromoter		
RBM4	hPromoter	Hela	RBM14	hPromoter		
RBM42	hPromoter	Hela	DMKN	hPromoter		
RBM43	hPromoter	Hela	NMI	EPromoter(K562)		
RBM43	hPromoter	K562	RIF1	hPromoter		
RBM4B	hPromoter	Hela	OVCH1	hPromoter		
RBM4B	hPromoter	Hela	CCS	hPromoter		
RBM4B	hPromoter	Hela	CCDC87	hPromoter		
RBM4B	hPromoter	Hela	RBM4	hPromoter		
RBM4B	hPromoter	Hela	RBM14	hPromoter		
RBM5	EPromoter(K562 & Hela)	K562	MON1A	hPromoter		
RBM6	hPromoter	Hela	MST1R	hPromoter		
RBM6	hPromoter	Hela	MON1A	hPromoter		
RBM6	hPromoter	Hela	HIST1H2AK	hPromoter		
RBM6	hPromoter	Hela	HIST1H2BN	hPromoter		
RBM7	EPromoter(Hela)	K562 & Hela	REXO2	hPromoter		
RBM8A	hPromoter	Hela	PEX11B	hPromoter		
RBM8A	hPromoter	Hela	ANKRD34A	hPromoter		
RBM8A	hPromoter	Hela	POLR3GL	hPromoter		
RBM8A	hPromoter	Hela	LIX1L	hPromoter		
RBM8A	hPromoter	Hela	FABP4	hPromoter		
RBX1	hPromoter	K562 & Hela	EP300	EPromoter(K562)		
RC3H2	hPromoter	Hela	ZBTB26	hPromoter		
RCAN3	hPromoter	Hela	ZNF34	hPromoter		
RCBTB2	hPromoter	Hela	LAMTOR1	hPromoter		
RCC1	hPromoter	Hela	RCC1	hPromoter		
RCC1	hPromoter	Hela	EIF3E	hPromoter		
RCCD1	hPromoter	Hela	HYOU1	hPromoter		
RCCD1	hPromoter	Hela	UNC45A	hPromoter		
RCCD1	hPromoter	Hela	HDDC3	hPromoter		
RCE1	EPromoter(Hela)	Hela	NME2	hPromoter		
RCN1	hPromoter	Hela	C7orf65	hPromoter		
RCOR2	hPromoter	Hela	MAP3K3	hPromoter		
RDH10	hPromoter	Hela	HGS	hPromoter		
RDH10	hPromoter	Hela	ARL16	hPromoter		
RDH13	hPromoter	Hela	NTAN1	hPromoter		
RDH13	hPromoter	Hela	BPTF	hPromoter		
RDH5	hPromoter	Hela	CD63	EPromoter(K562 & Hela)		
RDH5	hPromoter	K562 & Hela	METTL7B	hPromoter		
RDX	EPromoter(K562)	K562	FDX1	hPromoter		
REC8	hPromoter	Hela	IPO4	hPromoter		
RECQL5	hPromoter	Hela	MRPL16	hPromoter		
REEP5	hPromoter	Hela	SRP19	hPromoter		
REEP5	hPromoter	K562 & Hela	DCP2	hPromoter		
RELA	hPromoter	Hela	SIPA1	hPromoter		
RELB	hPromoter	Hela	ZNF420	hPromoter		
RELT	hPromoter	Hela	ZNF444	hPromoter		
RELT	hPromoter	Hela	PRPF38B	hPromoter		
